WGU Course,WGU Course Name,External Course,Provider,Transfer Status
C957,Applied Algebra,MAT251 (OOSL-0019),Straighterline,No
C957,Applied Algebra,Math 101 (SDCM-0013),Study,No
C957,Applied Algebra,Math 103 (SDCM-0015),Study,No
C957,Applied Algebra,Math 104 (SDCM-0016),Study,No
C957,Applied Algebra,Math 105 (SDCM-0033),Study,No
C958,Calculus I,MA005 (SAYA-0025),Saylor,No
C958,Calculus I,MAT250 (OOSL-0012),Straighterline,No
C958,Calculus I,MAT251 (OOSL-0019),Straighterline,No
C958,Calculus I,MATH1040 (SOPH-0060),Sophia,No
C958,Calculus I,Math 104 (SDCM-0016),Study,No
C959,Discrete Mathematics I,Math 108 (SDCM-0210),Study,No
C963,American Politics and the US Constitution,DLSI-0022 American Government,DLSI,No
C963,American Politics and the US Constitution,Political Science 102 (SDCM-0042),Study,No
C963,American Politics and the US Constitution,POLS101 (OOSL-0063),Straighterline,No
C983,Quality Improvement in Healthcare,CPHQ Certification,NAHQ,No
C985,Analytical Methods of Health Leaders,CPHQ Certification,NAHQ,No
D048,Communication and Organizational Awareness,BUS209 (SAYA-0034),Saylor,No
D048,Communication and Organizational Awareness,Health 303 (SDCM-0172),Study,No
D048,Communication and Organizational Awareness,Business 107 (SDCM-0009),Study,No
D048,Communication and Organizational Awareness,Business 307 (SDCM-0053),Study,No
D066,Health and Wellness through Nutritional Science,DLSI-0026 Nutrition,DLSI,No
D066,Health and Wellness through Nutritional Science,NUTR1310,Concorde,No
D066,Health and Wellness through Nutritional Science,NUTRI101 (OOSL-0034),Straighterline,No
D066,Health and Wellness through Nutritional Science,Nutrition 101 (SDCM-0034),Study,No
D068,Introduction to Pharmacology,DLSI-0034 Pharmacology,DLSI,No
D068,Introduction to Pharmacology,NDTP1320,Concorde,No
D068,Introduction to Pharmacology,NRSG1343,Concorde,No
D068,Introduction to Pharmacology,PHARM103 (OOSL-0101),Straighterline,No
D068,Introduction to Pharmacology,PT201,Concorde,No
D072,Fundamentals for Success in Business,ACQ 315 (DAU-0270),DAU,No
D072,Fundamentals for Success in Business,BUS1001 (SOPH-0014),Sophia,No
D072,Fundamentals for Success in Business,BUS101 (OOSL-0001),Straighterline,No
D072,Fundamentals for Success in Business,BUS101 (SAYA-0020),Saylor,No
D072,Fundamentals for Success in Business,Financial Management & Budgeting,Retail Mgt Cert,No
D072,Fundamentals for Success in Business,Business 100 (SDCM-0024),Study,No
D075,Information Technology Management Essentials,BUS206 (SAYA-0013),Saylor,No
D075,Information Technology Management Essentials,Computer Applications (Technology),Retail Mgt Cert,No
D075,Information Technology Management Essentials,Business 303 (SDCM-0123),Study,No
D076,Finance Skills for Managers,BCF 110 (DAU-0215) & BCF 130 (DAU-0216),DAU,No
D076,Finance Skills for Managers,BUS202 (SAYA-0022),Saylor,No
D076,Finance Skills for Managers,FIN1001 (SOPH-0033),Sophia,No
D076,Finance Skills for Managers,Finance 101 (SDCM-0079),Study,No
D076,Finance Skills for Managers,Finance 301 (SDCM-0153),Study,No
D076,Finance Skills for Managers,Finance 104 (SDCM-0090),Study,No
D077,"Concepts in Marketing, Sales, and Customer Contact",BUS203 (SAYA-0023),Saylor,No
D077,"Concepts in Marketing, Sales, and Customer Contact",Principles of Marketing,Retail Mgt Cert,No
D077,"Concepts in Marketing, Sales, and Customer Contact",Business 102 (SDCM-0007),Study,No
D078,Business Environment Applications I: Business Structures and Legal Environment,BUS110 (OOSL-0048),Straighterline,No
D078,Business Environment Applications I: Business Structures and Legal Environment,BUS205 (SAYA-0024),Saylor,No
D078,Business Environment Applications I: Business Structures and Legal Environment,BUSLAW1001 (SOPH-0032),Sophia,No
D078,Business Environment Applications I: Business Structures and Legal Environment,Business 103 (SDCM-0025),Study,No
D079,"Business Environment Applications II: Process, Logistics, and Operations",Business 312 (SDCM-0050),Study,No
D079,"Business Environment Applications II: Process, Logistics, and Operations",ACQ 1010 (DAU-0186),DAU,No
D079,"Business Environment Applications II: Process, Logistics, and Operations",ACQ 202 (DAU-0206),DAU,No
D079,"Business Environment Applications II: Process, Logistics, and Operations",ACQ 203 (DUA-0207),DAU,No
D079,"Business Environment Applications II: Process, Logistics, and Operations",LOG 104 (DAU-0304) & LOG 204 (DAU-0262),DAU,No
D080,Managing in a Global Business Environment,ACQ 230 (DAU-0208),DAU,No
D080,Managing in a Global Business Environment,Business 120 (SDCM-0115),Study,No
D080,Managing in a Global Business Environment,Business 308 (SDCM-0054),Study,No
D082,Emotional and Cultural Intelligence,Communications 301 (SDCM-0187),Study,No
D084,Cloud Platform Solutions,Azure AZ-104,Microsoft,No
D085,Automation and Scaling Tools,AWS Developer Associate,Amazon/AWS,No
D087,Data Center Virtualization,VCP-DCV,Vmware,No
D088,Cloud Architecture,AWS Solutions Architect Associate,Amazon/AWS,No
D089,Principles of Economics,DLSI-0021 Introduction to Macroeconomics,DLSI,No
D089,Principles of Economics,DLSI-0025 Introduction to Microeconomics,DLSI,No
D089,Principles of Economics,ECON1001 (SOPH-0012),Sophia,No
D089,Principles of Economics,ECON1002 (SOPH-0011),Sophia,No
D089,Principles of Economics,ECON101 (OOSL-0007),Straighterline,No
D089,Principles of Economics,ECON101 (SAYA-0005),Saylor,No
D089,Principles of Economics,ECON102 (OOSL-0008),Straighterline,No
D089,Principles of Economics,ECON102 (SAYA-0006),Saylor,No
D089,Principles of Economics,Economics 101 (SDCM-0069),Study,No
D089,Principles of Economics,Economics 102 (SDCM-0060),Study,No
D096,Fundamentals of Diverse Learners,Certificate in Inclusive School Practices and Early Childhood Special Education,SDCoE,No
D097,Educational Foundations,Designated Subjects Foundations,SDCoE,No
D097,Educational Foundations,Education 101 (SDCM-0036),Study,No
D100,Introduction to Spreadsheets,BCF 206 (DAU-0217),DAU,No
D125,Mathematics for Elementary Educators I,CA1001 (SOPH-0001),Sophia,No
D125,Mathematics for Elementary Educators I,DLSI-0003 College Algebra,DLSI,No
D125,Mathematics for Elementary Educators I,MA005 (SAYA-0025),Saylor,No
D125,Mathematics for Elementary Educators I,MAT101 (OOSL-0002),Straighterline,No
D125,Mathematics for Elementary Educators I,MAT201 (OOSL-0003),Straighterline,No
D125,Mathematics for Elementary Educators I,MAT250 (OOSL-0012),Straighterline,No
D125,Mathematics for Elementary Educators I,MAT251 (OOSL-0019),Straighterline,No
D125,Mathematics for Elementary Educators I,Education 211 (SDCM-0129),Study,No
D125,Mathematics for Elementary Educators I,Math 101 (SDCM-0013),Study,No
D125,Mathematics for Elementary Educators I,Math 103 (SDCM-0015),Study,No
D125,Mathematics for Elementary Educators I,Math 104 (SDCM-0016),Study,No
D125,Mathematics for Elementary Educators I,Math 105 (SDCM-0033),Study,No
D126,Mathematics for Elementary Educators II,CA1001 (SOPH-0001),Sophia,No
D126,Mathematics for Elementary Educators II,DLSI-0003 College Algebra,DLSI,No
D126,Mathematics for Elementary Educators II,MA005 (SAYA-0025),Saylor,No
D126,Mathematics for Elementary Educators II,MAT101 (OOSL-0002),Straighterline,No
D126,Mathematics for Elementary Educators II,MAT201 (OOSL-0003),Straighterline,No
D126,Mathematics for Elementary Educators II,MAT250 (OOSL-0012),Straighterline,No
D126,Mathematics for Elementary Educators II,MAT251 (OOSL-0019),Straighterline,No
D126,Mathematics for Elementary Educators II,Math 101 (SDCM-0013),Study,No
D126,Mathematics for Elementary Educators II,Math 103 (SDCM-0015),Study,No
D126,Mathematics for Elementary Educators II,Math 104 (SDCM-0016),Study,No
D126,Mathematics for Elementary Educators II,Math 105 (SDCM-0033),Study,No
D127,Mathematics for Elementary Educators III,BUS204 (SAYA-0037),Saylor,No
D127,Mathematics for Elementary Educators III,DLSI-0030 Statistics,DLSI,No
D127,Mathematics for Elementary Educators III,MA121 (SAYA-0032),Saylor,No
D127,Mathematics for Elementary Educators III,MAT202 (OOSL-0070),Straighterline,No
D127,Mathematics for Elementary Educators III,MAT150 (OOSL-0011),Straighterline,No
D127,Mathematics for Elementary Educators III,STAT1001 (SOPH-0005),Sophia,No
D127,Mathematics for Elementary Educators III,Statistics 101 (SDCM-0068),Study,No
D127,Mathematics for Elementary Educators III,Business 212 (SDCM-0225),Study,No
D127,Mathematics for Elementary Educators III,MAT202,WGU Academy,No
D191,Advanced Data Management,Computer Science 303 (SDCM-0164),Study,No
D194,IT Leadership Foundations,BUS120 (OOSL-0042),Straighterline,No
D194,IT Leadership Foundations,BUS209 (SAYA 0034),Saylor,No
D194,IT Leadership Foundations,BUSI1013 (SOPH-0054),Sophia,No
D194,IT Leadership Foundations,Business 107 (SDCM-0009),Study,No
D194,IT Leadership Foundations,Business 307 (SDCM-0053),Study,No
D194,IT Leadership Foundations,DLSI-0014 Principles of Management,DLSI,No
D196,Principles of Financial and Managerial Accounting,ACC101 (OOSL-0033) and ACC102 (OOSL-0010),Straighterline,No
D196,Principles of Financial and Managerial Accounting,ACC101 (OOSL-0033) and ACC150 (OOSL-0033),Straighterline,No
D196,Principles of Financial and Managerial Accounting,ACC151 (OOSL-0045) and ACC102 (OOSL-0010),Straighterline,No
D196,Principles of Financial and Managerial Accounting,ACC151 (OOSL-0045) and ACC150 (OOSL-0033),Straighterline,No
D196,Principles of Financial and Managerial Accounting,BUS103 (SAYA-0021) and BUS105 (SAYA-0009),Saylor,No
D196,Principles of Financial and Managerial Accounting,Accounting 101 (SDCM-0075) and Accounting 102 (SDCM-0076),Study,No
D196,Principles of Financial and Managerial Accounting,Accounting 201 (SDCM-0124) and Accounting 102 (SDCM-0076),Study,No
D196,Principles of Financial and Managerial Accounting,Accounting 202 (SDCM-0152 and Accounting 102 (SDCM-0076),Study,No
D196,Principles of Financial and Managerial Accounting,Accounting 302 (SDCM-0078) and Accounting 102 (SDCM-0076),Study,No
D196,Principles of Financial and Managerial Accounting,Accounting 101 (SDCM-0075) and Accounting 301 (SDCM-0077),Study,No
D196,Principles of Financial and Managerial Accounting,Accounting 201 (SDCM-0124) and Accounting 301 (SDCM-0077),Study,No
D196,Principles of Financial and Managerial Accounting,Accounting 202 (SDCM-0152 and Accounting 301 (SDCM-0077),Study,No
D196,Principles of Financial and Managerial Accounting,Accounting 302 (SDCM-0078) and Accounting 301 (SDCM-0077),Study,No
D196,Principles of Financial and Managerial Accounting,Accounting 101 (SDCM-0075) and Accounting 303 (SDCM-0105),Study,No
D196,Principles of Financial and Managerial Accounting,Accounting 201 (SDCM-0124) and Accounting 303 (SDCM-0105),Study,No
D196,Principles of Financial and Managerial Accounting,Accounting 202 (SDCM-0152 and Accounting 303 (SDCM-0105),Study,No
D196,Principles of Financial and Managerial Accounting,Accounting 302 (SDCM-0078) and Accounting 303 (SDCM-0105),Study,No
D198,Global Arts and Humanities,ARTH101 (SAYA-0036),Saylor,No
D198,Global Arts and Humanities,ARTHIST1001 (SOPH-0006),Sophia,No
D198,Global Arts and Humanities,ARTHIST1002 (SOPH-0029),Sophia,No
D198,Global Arts and Humanities,DLSI-0006 Ethics,DLSI,No
D198,Global Arts and Humanities,DLSI-0009 Introduction to Humanities,DLSI,No
D198,Global Arts and Humanities,DLSI-0011 Introduction to World Religions,DLSI,No
D198,Global Arts and Humanities,DLSI-0019 American Literature,DLSI,No
D198,Global Arts and Humanities,DLSI-0020 Introduction to Philosophy,DLSI,No
D198,Global Arts and Humanities,DLSI-0027 Life and Teachings of Apostle Paul,DLSI,No
D198,Global Arts and Humanities,PHIL1001 (SOPH-0027),Sophia,No
D198,Global Arts and Humanities,PHIL1002 (SOPH-0020),Sophia,No
D198,Global Arts and Humanities,PHIL101 (OOSL-0060),Straighterline,No
D198,Global Arts and Humanities,PHIL102 (SAYA-0045),Saylor,No
D198,Global Arts and Humanities,PHIL103 (SAYA-0011),Saylor,No
D198,Global Arts and Humanities,POLSC201 (SAYA-0033),Saylor,No
D198,Global Arts and Humanities,REL1001 (SOPH-0008),Sophia,No
D198,Global Arts and Humanities,REL101 (OOSL-0066),Straighterline,No
D198,Global Arts and Humanities,VISCOMM1001 (SOPH-0009),Sophia,No
D198,Global Arts and Humanities,Art 103 (SDCM-0167),Study,No
D198,Global Arts and Humanities,Art 104 (SDCM-0168),Study,No
D198,Global Arts and Humanities,English 101 (SDCM-0056),Study,No
D198,Global Arts and Humanities,English 102 (SDCM-0087),Study,No
D198,Global Arts and Humanities,English 103 (SDCM-0088),Study,No
D198,Global Arts and Humanities,English 301 (SDCM-0237),Study,No
D198,Global Arts and Humanities,English 310 (SDCM-0130),Study,No
D198,Global Arts and Humanities,Humanities 101 (SDCM-0047),Study,No
D198,Global Arts and Humanities,Humanities 201 (SDCM-0243),Study,No
D198,Global Arts and Humanities,Philosophy 101 (SDCM-0132),Study,No
D198,Global Arts and Humanities,Philosophy 102 (SDCM-0160),Study,No
D198,Global Arts and Humanities,Philosophy 103 (SDCM-0161),Study,No
D198,Global Arts and Humanities,Religion 101 (SDCM-0046),Study,No
D198,Global Arts and Humanities,Social Science 108 (SDCM-0185),Study,No
D198,Global Arts and Humanities,Business 108 (SDCM-0051),Study,No
D198,Global Arts and Humanities,Business 310 (SDCM-0118),Study,No
D198,Global Arts and Humanities,Business 318 (SDCM-0142),Study,No
D199,Introduction to Physical and Human Geography,ANTH101 (OOSL-0046),Straighterline,No
D199,Introduction to Physical and Human Geography,CIV101 (OOSL-0040),Straighterline,No
D199,Introduction to Physical and Human Geography,CIV102 (OOSL-0043),Straighterline,No
D199,Introduction to Physical and Human Geography,CIV103 (OOSL-0092),Straighterline,No
D199,Introduction to Physical and Human Geography,CJ101 (OOSL-0004),Straighterline,No
D199,Introduction to Physical and Human Geography,DLSI-0008 History of U.S. I: Early Colonization To 1877,DLSI,No
D199,Introduction to Physical and Human Geography,DLSI-0010 Introduction to Psychology,DLSI,No
D199,Introduction to Physical and Human Geography,DLSI-0012 Developmental Psychology,DLSI,No
D199,Introduction to Physical and Human Geography,DLSI-0015 Introduction to Sociology,DLSI,No
D199,Introduction to Physical and Human Geography,DLSI-0021 Introduction to Macroeconomics,DLSI,No
D199,Introduction to Physical and Human Geography,DLSI-0023 Introduction to Anthropology,DLSI,No
D199,Introduction to Physical and Human Geography,DLSI-0025 Introduction to Microeconomics,DLSI,No
D199,Introduction to Physical and Human Geography,DLSI-0033 Western Civilization I: Ancient Near East Through 1648,DLSI,No
D199,Introduction to Physical and Human Geography,ECON1001 (SOPH-0012),Sophia,No
D199,Introduction to Physical and Human Geography,ECON1002 (SOPH-0011),Sophia,No
D199,Introduction to Physical and Human Geography,ECON101 (OOSL-0007),Straighterline,No
D199,Introduction to Physical and Human Geography,ECON101 (SAYA-0005),Saylor,No
D199,Introduction to Physical and Human Geography,ECON102 (OOSL-0008),Straighterline,No
D199,Introduction to Physical and Human Geography,ECON102 (SAYA-0006),Saylor,No
D199,Introduction to Physical and Human Geography,GEOG101 (SAYA-0044),Saylor,No
D199,Introduction to Physical and Human Geography,HIST1001 (SOPH-0022),Sophia,No
D199,Introduction to Physical and Human Geography,HIST1002 (SOPH-0025),Sophia,No
D199,Introduction to Physical and Human Geography,HIST1010 (SOPH-0042),Sophia,No
D199,Introduction to Physical and Human Geography,POLSC101 (SAYA-0012),Saylor,No
D199,Introduction to Physical and Human Geography,POLSC221 (SAYA-0029),Saylor,No
D199,Introduction to Physical and Human Geography,PSY1001 (SOPH-0003),Sophia,No
D199,Introduction to Physical and Human Geography,PSY101 (OOSL-0027),Straighterline,No
D199,Introduction to Physical and Human Geography,PSY120 (OOSL-0107),Straighterline,No
D199,Introduction to Physical and Human Geography,PSYC1010 (SOPH-0048),Sophia,No
D199,Introduction to Physical and Human Geography,PSYCH101 (SAYA-0007),Saylor,No
D199,Introduction to Physical and Human Geography,SOC1001 (SOPH-0004),Sophia,No
D199,Introduction to Physical and Human Geography,SOC101 (OOSL-0035),Straighterline,No
D199,Introduction to Physical and Human Geography,SOC101 (SAYA-0008),Saylor,No
D199,Introduction to Physical and Human Geography,SOCI1010 (SOPH-0051),Sophia,No
D199,Introduction to Physical and Human Geography,USHIST101 (OOSL-0039),Straighterline,No
D199,Introduction to Physical and Human Geography,USHIST102 (OOSL-0044),Straighterline,No
D199,Introduction to Physical and Human Geography,Economics 101 (SDCM-0069),Study,No
D199,Introduction to Physical and Human Geography,Economics 102 (SDCM-0060),Study,No
D199,Introduction to Physical and Human Geography,Geography 101 (SDCM-0037),Study,No
D199,Introduction to Physical and Human Geography,History 100 (SDCM-0154),Study,No
D199,Introduction to Physical and Human Geography,History 101 (SDCM-0011),Study,No
D199,Introduction to Physical and Human Geography,History 102 (SDCM-0038),Study,No
D199,Introduction to Physical and Human Geography,History 105 (SDCM-0155),Study,No
D199,Introduction to Physical and Human Geography,History 106 (SDCM-0040),Study,No
D199,Introduction to Physical and Human Geography,History 108 (SDCM-0041),Study,No
D199,Introduction to Physical and Human Geography,History 306 (SDCM-0065),Study,No
D199,Introduction to Physical and Human Geography,History 307 (SDCM-0156),Study,No
D199,Introduction to Physical and Human Geography,History 308 (SDCM-0066),Study,No
D199,Introduction to Physical and Human Geography,History 309 (SDCM-0157),Study,No
D199,Introduction to Physical and Human Geography,History 311 (SDCM-0158),Study,No
D199,Introduction to Physical and Human Geography,Political Science 101 (SDCM-0133),Study,No
D199,Introduction to Physical and Human Geography,Political Science 103 (SDCM-0159),Study,No
D199,Introduction to Physical and Human Geography,Psychology 101 (SDCM-0017),Study,No
D199,Introduction to Physical and Human Geography,Psychology 102 (SDCM-0018),Study,No
D199,Introduction to Physical and Human Geography,Psychology 103 (SDCM-0019),Study,No
D199,Introduction to Physical and Human Geography,Psychology 104 (SDCM-0020),Study,No
D199,Introduction to Physical and Human Geography,Psychology 105 (SDCM-0043),Study,No
D199,Introduction to Physical and Human Geography,Psychology 106 (SDCM-0021),Study,No
D199,Introduction to Physical and Human Geography,Psychology 107 (SDCM-0044),Study,No
D199,Introduction to Physical and Human Geography,Psychology 108 (SDCM-0045),Study,No
D199,Introduction to Physical and Human Geography,Psychology 301 (SDCM-0134),Study,No
D199,Introduction to Physical and Human Geography,Psychology 302 (SDCM-0179),Study,No
D199,Introduction to Physical and Human Geography,Psychology 306 (SDCM-0178),Study,No
D199,Introduction to Physical and Human Geography,Psychology 310 (SDCM-0180),Study,No
D199,Introduction to Physical and Human Geography,Psychology 311 (SDCM-0181),Study,No
D199,Introduction to Physical and Human Geography,Psychology 312 (SDCM-0135),Study,No
D199,Introduction to Physical and Human Geography,Psychology 315 (SDCM-0184),Study,No
D199,Introduction to Physical and Human Geography,Psychology 316 (SDCM-0182),Study,No
D199,Introduction to Physical and Human Geography,Sociology 101 (SDCM-0048),Study,No
