WGU Course,WGU Course Name,External Course,Provider,Transfer Status
D199,Introduction to Physical and Human Geography,Sociology 103 (SDCM-0103),Study,No
D199,Introduction to Physical and Human Geography,Sociology 305 (SDCM-0186),Study,No
D199,Introduction to Physical and Human Geography,Criminal Justice 101 (SDCM-0067),Study,No
D199,Introduction to Physical and Human Geography,USHIST101,WGU Academy,No
D202,Human Growth and Development,DLSI-0012 Developmental Psychology,DLSI,No
D202,Human Growth and Development,PSY120 (OOSL-0107),Straighterline,No
D202,Human Growth and Development,PSYC1320,Concorde,No
D202,Human Growth and Development,Psychology 103 (SDCM-0019),Study,No
D202,Human Growth and Development,Psychology 107 (SDCM-0044),Study,No
D265,Critical Thinking: Reason and Evidence,CMC 232 (DAU-0284) & CMC 130 (DAU-0283),DAU,No
D265,Critical Thinking: Reason and Evidence,Humanities 201 (SDCM-0243),Study,No
D265,Critical Thinking: Reason and Evidence,PHIL102 (SAYA-0045),Saylor,No
D265,Critical Thinking: Reason and Evidence,PHIL1310,Concorde,No
D266,World History: Diverse Cultures and Global Connections,CIV101 (OOSL-0040),Straighterline,No
D266,World History: Diverse Cultures and Global Connections,CIV102 (OOSL-0043),Straighterline,No
D266,World History: Diverse Cultures and Global Connections,DLSI-0022 American Government,DLSI,No
D266,World History: Diverse Cultures and Global Connections,ECON1001 (SOPH-0012),Sophia,No
D266,World History: Diverse Cultures and Global Connections,ECON1002 (SOPH-0011),Sophia,No
D266,World History: Diverse Cultures and Global Connections,HIST1001 (SOPH-0022),Sophia,No
D266,World History: Diverse Cultures and Global Connections,HIST1002 (SOPH-0025),Sophia,No
D266,World History: Diverse Cultures and Global Connections,MACROECONOMICS (OOSL-0007),Straighterline,No
D266,World History: Diverse Cultures and Global Connections,MICROECONOMICS (OOSL-0008),Straighterline,No
D266,World History: Diverse Cultures and Global Connections,POLS101 (OOSL-0063),Straighterline,No
D266,World History: Diverse Cultures and Global Connections,SURVEY OF WORLD HISTORY (OOSL-0092),Straighterline,No
D266,World History: Diverse Cultures and Global Connections,USHIST101 (OOSL-0039),Straighterline,No
D266,World History: Diverse Cultures and Global Connections,USHIST102 (OOSL-0044),Straighterline,No
D266,World History: Diverse Cultures and Global Connections,Economics 101 (SDCM-0069),Study,No
D266,World History: Diverse Cultures and Global Connections,Economics 102 (SDCM-0060),Study,No
D266,World History: Diverse Cultures and Global Connections,History 100 (SDCM-0154),Study,No
D266,World History: Diverse Cultures and Global Connections,History 101 (SDCM-0011),Study,No
D266,World History: Diverse Cultures and Global Connections,History 102 (SDCM-0038),Study,No
D266,World History: Diverse Cultures and Global Connections,History 103 (SDCM-0012),Study,No
D266,World History: Diverse Cultures and Global Connections,History 104 (SDCM-0039),Study,No
D266,World History: Diverse Cultures and Global Connections,History 105 (SDCM-0155),Study,No
D266,World History: Diverse Cultures and Global Connections,History 106 (SDCM-0040),Study,No
D266,World History: Diverse Cultures and Global Connections,History 108 (SDCM-0041),Study,No
D266,World History: Diverse Cultures and Global Connections,History 306 (SDCM-0065),Study,No
D266,World History: Diverse Cultures and Global Connections,History 307 (SDCM-0156),Study,No
D266,World History: Diverse Cultures and Global Connections,History 308 (SDCM-0066),Study,No
D266,World History: Diverse Cultures and Global Connections,History 309 (SDCM-0157),Study,No
D266,World History: Diverse Cultures and Global Connections,History 311 (SDCM-0158),Study,No
D266,World History: Diverse Cultures and Global Connections,Political Science 101 (SDCM-0133),Study,No
D266,World History: Diverse Cultures and Global Connections,Political Science 102 (SDCM-0042),Study,No
D266,World History: Diverse Cultures and Global Connections,Political Science 103 (SDCM-0159),Study,No
D268,Introduction to Communication: Connecting with Others,COM101 (OOSL-0052),Straighterline,No
D268,Introduction to Communication: Connecting with Others,COM114,Argosy,No
D268,Introduction to Communication: Connecting with Others,COMM001 (SAYA-0010),Saylor,No
D268,Introduction to Communication: Connecting with Others,COMM1002 (SOPH-0024),Sophia,No
D268,Introduction to Communication: Connecting with Others,COMM1010 (SOPH-0034),Sophia,No
D268,Introduction to Communication: Connecting with Others,COMM1310,Concorde,No
D268,Introduction to Communication: Connecting with Others,DLSI-0029 Fundamentals of Public Speaking,DLSI,No
D268,Introduction to Communication: Connecting with Others,Communications 101 (SDCM-0055),Study,No
D268,Introduction to Communication: Connecting with Others,PACA101,WGU Academy,No
D269,Composition: Writing with a Strategy,DLSI-0017 English Composition 1,DLSI,No
D269,Composition: Writing with a Strategy,ENG0050 (SOPH-0019),Sophia,No
D269,Composition: Writing with a Strategy,ENG1001 (SOPH-0015),Sophia,No
D269,Composition: Writing with a Strategy,ENG101,Argosy,No
D269,Composition: Writing with a Strategy,ENG101 (OOSL-0005),Straighterline,No
D269,Composition: Writing with a Strategy,ENGL001 (SAYA-0042),Saylor,No
D269,Composition: Writing with a Strategy,ENGL1310,Concorde,No
D269,Composition: Writing with a Strategy,English 104 (SDCM-0057),Study,No
D269,Composition: Writing with a Strategy,English 204 (SDCM-0244),Study,No
D269,Composition: Writing with a Strategy,ENG101,WGU Academy,No
D270,Composition: Successful Self-Expression,ENG1002 (SOPH-0030),Sophia,No
D270,Composition: Successful Self-Expression,ENG102 (OOSL-0006),Straighterline,No
D270,Composition: Successful Self-Expression,English 105 (SDCM-0089),Study,No
D270,Composition: Successful Self-Expression,English 205 (SDCM-0245),Study,No
D276,Web Development Foundations,CS1005 (SOPH-0043),Sophia,No
D276,Web Development Foundations,Web Development Fundamentals,LastMile,No
D278,Scripting and Programming - Foundations,AWS Re/Start Cloud Fundamentals,Per Scholas,No
D278,Scripting and Programming - Foundations,Computer Science 109 (SDCM-0214),Study,No
D278,Scripting and Programming - Foundations,Computer Science 112 (SDCM-0198),Study,No
D278,Scripting and Programming - Foundations,Computer Science 115 (SDCM-0199),Study,No
D278,Scripting and Programming - Foundations,CS101 (OOSL-0069),Straighterline,No
D278,Scripting and Programming - Foundations,CS107 (SAYA-0017),Saylor,No
D278,Scripting and Programming - Foundations,IT Career Framework,edX,No
D281,Linux Foundations,AWS Re/Start Cloud Fundamentals,Per Scholas,No
D281,Linux Foundations,Computer Science 106 (SDCM-0226),Study,No
D281,Linux Foundations,Cyber Opts,Per Scholas,No
D281,Linux Foundations,CyberSecurity,Per Scholas,No
D281,Linux Foundations,Linux Essentials,LPI,No
D281,Linux Foundations,NOC Analyst,Per Scholas,No
D282,Cloud Foundations,AWS Cloud Practitioner,Amazon/AWS,No
D282,Cloud Foundations,AWS Re/Start Cloud Fundamentals,Per Scholas,No
D311,Microbiology with Lab: A Fundamental Approach,BIO250 (OOSL-0047) and BIO250L (OOSL-0086),Straighterline,No
D311,Microbiology with Lab: A Fundamental Approach,BIOL1330,Concorde,No
D311,Microbiology with Lab: A Fundamental Approach,DLSI-0013 Microbiology & DLSI-0039 Microbiology Lab,DLSI,No
D311,Microbiology with Lab: A Fundamental Approach,MLT150,Argosy,No
D311,Microbiology with Lab: A Fundamental Approach,Biology 101 (SDCM-0001),Study,No
D311,Microbiology with Lab: A Fundamental Approach,Biology 101L (SDCM-0188),Study,No
D312,Anatomy and Physiology I with Lab,BIO201 (OOSL-0028) and BIO201L (OOSL-0083),Straighterline,No
D312,Anatomy and Physiology I with Lab,BIOL1411,Concorde,No
D312,Anatomy and Physiology I with Lab,Biology 201L (SDCM-0246),Study,No
D313,Anatomy and Physiology II with Lab,BIO202 (OOSL-0030) and BIO202L (OOSL-0084),Straighterline,No
D313,Anatomy and Physiology II with Lab,BIOL1421,Concorde,No
D313,Anatomy and Physiology II with Lab,Biology 202L (SDCM-0247),Study,No
D315,Network and Security - Foundations,Computer Science 108 (SDCM-0213),Study,No
D315,Network and Security - Foundations,CS402 (SAYA-0016),Saylor,No
D315,Network and Security - Foundations,IT Career Framework,edX,No
D315,Network and Security - Foundations,IT151 (OOSL-0102),Straighterline,No
D315,Network and Security - Foundations,Network Security,Per Scholas,No
D315,Network and Security - Foundations,Network Support,Per Scholas,No
D315,Network and Security - Foundations,Computer Science 202 (SDCM-0200),Study,No
D316,IT Foundations,A+ 1001 - Foundations,Comptia,No
D316,IT Foundations,IT Support,Per Scholas,No
D316,IT Foundations,Network Support,Per Scholas,No
D317,IT Applications,A+ 1002 - Applications,Comptia,No
D317,IT Applications,IT Support,Per Scholas,No
D317,IT Applications,Network Support,Per Scholas,No
D318,Cloud Applications,Cloud+,Comptia,No
D322,Introduction to IT,Business 109 (SDCM-0010),Study,No
D322,Introduction to IT,Computer Science 102 (SDCM-0165),Study,No
D322,Introduction to IT,CS1001 (SOPH-0023),Sophia,No
D322,Introduction to IT,IT Career Framework,edX,No
D322,Introduction to IT,IT Support,Per Scholas,No
D322,Introduction to IT,IT101 (OOSL-0090),Straighterline,No
D322,Introduction to IT,Network Support,Per Scholas,No
D324,Business of IT - Project Management,BUS402 (SAYA-0039),Saylor,No
D324,Business of IT - Project Management,Business 311 (SDCM-0073),Study,No
D324,Business of IT - Project Management,EVM 263 (DAU-0299) & ACQ 160 (DAU-0298),DAU,No
D324,Business of IT - Project Management,PM1001 (SOPH-0013),Sophia,No
D324,Business of IT - Project Management,PMP,PMI,No
D324,Business of IT - Project Management,PMT 257 (DAU-0301),DAU,No
D324,Business of IT - Project Management,Project+,Comptia,No
D325,Networks,Network+,Comptia,No
D329,Network and Security - Applications,Security+,Comptia,No
D335,Introduction to Programming in Python,Computer Science 113 (SDCM-0216),Study,No
D336,Business of IT - Applications,ITIL 1 Foundation,AXELOSÂ ,No
D338,Cloud Platform Solutions,Azure AZ-104,Microsoft,No
D339,Technical Communication,Business 113 (SDCM-0052),Study,No
D339,Technical Communication,DLSI-0031 Technical Writing,DLSI,No
D339,Technical Communication,ENGL210 (SAYA-0043),Saylor,No
D339,Technical Communication,English 305 (SDCM-0058),Study,No
D341,Cloud Deployment and Operations,AWS SysOPS,Amazon/AWS,No
D370,IT Leadership Foundations,BUS120 (OOSL-0042),Straighterline,No
D370,IT Leadership Foundations,BUS209 (SAYA 0034),Saylor,No
D370,IT Leadership Foundations,BUSI1013 (SOPH-0054),Sophia,No
D370,IT Leadership Foundations,Business 107 (SDCM-0009),Study,No
D370,IT Leadership Foundations,Business 307 (SDCM-0053),Study,No
D370,IT Leadership Foundations,DLSI-0014 Principles of Management,DLSI,No
D426,Data Management - Foundations,CodeBridge,Per Scholas,No
D426,Data Management - Foundations,Computer Science 103 (SDCM-0240),Study,No
D426,Data Management - Foundations,Computer Science 107 (SDCM-0212),Study,No
D426,Data Management - Foundations,CS1011 (SOPH-0047),Sophia,No
D426,Data Management - Foundations,Cyber Opts,Per Scholas,No
D426,Data Management - Foundations,CyberSecurity,Per Scholas,No
D426,Data Management - Foundations,IT104 (OOSL-0106),Straighterline,No
D426,Data Management - Foundations,NOC Analyst,Per Scholas,No
D426,Data Management - Foundations,Software Engineering,Per Scholas,No
D426,Data Management - Foundations,Analytics 103 (SDCM-0240),Study,No
D426,Data Management - Foundations,Computer Science 303 (SDCM-0164),Study,No
D427,Data Management - Applications,Computer Science 204 (SDCM-0218),Study,No
D427,Data Management - Applications,Cyber Opts,Per Scholas,No
D427,Data Management - Applications,CyberSecurity,Per Scholas,No
D427,Data Management - Applications,NOC Analyst,Per Scholas,No
RNT1,General Physics,PHY250 (OOSL-0023) and PHY250L (OOSL-0085),Straighterline,No
VZT1,Marketing Applications,Marketing 308 (SDCM-0151),Study,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No
,,,,No